ID;Version;GenBank title;Release date;Organism name;Virus Lineage;Species;Family;Length;Submitters;Strain;Isolate;Geo location;Country;Collection date;Tissue/Specimen/Source;Host;Environmental;CDS count;Artificial;UNVERIFIED;1A;1A-strand;1B;1B-strand;2;2-strand;Host class;Species_ICTV
PX255449;PX255449.1;Human astrovirus isolate BTY1JJ putative serine protease (ORF1a), RNA-dependent RNA polymerase (ORF1b), and capsid precursor protein (ORF2) genes, complete cds;24-SEP-2025;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;6738.0;Matambo,E., Kawonga,F., Mhango,C., Chinyama,E., Msowoya,J., Majengo,C., Maseko,S., Shange,N., Baloyi,S., Mogotsi,M.T., Dennis,F.E., Matambo,P., Kamng'ona,A.W., Kumwenda,B., Nyaga,M.M., Donato,C., Chaguza,C. and Jere,K.C.;;BTY1JJ;Malawi;;10-Mar-2016;stool;Homo sapiens;No;3.0;No;No;20-2822;1.0;3202-4309;1.0;4121-6653;1.0;Mammalia;
PX255448;PX255448.1;Human astrovirus isolate BID2K6S1 putative serine protease (ORF1a), RNA-dependent RNA polymerase (ORF1b), and capsid precursor protein (ORF2) genes, complete cds;24-SEP-2025;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;6768.0;Matambo,E., Kawonga,F., Mhango,C., Chinyama,E., Msowoya,J., Majengo,C., Maseko,S., Shange,N., Baloyi,S., Mogotsi,M.T., Dennis,F.E., Matambo,P., Kamng'ona,A.W., Kumwenda,B., Nyaga,M.M., Donato,C., Chaguza,C. and Jere,K.C.;;BID2K6S1;Malawi;;06-Feb-2014;stool;Homo sapiens;No;3.0;No;No;84-2886;1.0;3266-4373;1.0;4185-6675;1.0;Mammalia;
PX255447;PX255447.1;Human astrovirus isolate BTY1YZ putative serine protease (ORF1a), RNA-dependent RNA polymerase (ORF1b), and capsid precursor protein (ORF2) genes, complete cds;24-SEP-2025;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;6695.0;Matambo,E., Kawonga,F., Mhango,C., Chinyama,E., Msowoya,J., Majengo,C., Maseko,S., Shange,N., Baloyi,S., Mogotsi,M.T., Dennis,F.E., Matambo,P., Kamng'ona,A.W., Kumwenda,B., Nyaga,M.M., Donato,C., Chaguza,C. and Jere,K.C.;;BTY1YZ;Malawi;;04-Jul-2017;stool;Homo sapiens;No;3.0;No;No;81-2766;1.0;2780-4253;1.0;4245-6207;1.0;Mammalia;
PX255446;PX255446.1;Human astrovirus isolate CQA137S1 putative serine protease (ORF1a), RNA-dependent RNA polymerase (ORF1b), and capsid precursor protein (ORF2) genes, complete cds;24-SEP-2025;Human astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;6775.0;Matambo,E., Kawonga,F., Mhango,C., Chinyama,E., Msowoya,J., Majengo,C., Maseko,S., Shange,N., Baloyi,S., Mogotsi,M.T., Dennis,F.E., Matambo,P., Kamng'ona,A.W., Kumwenda,B., Nyaga,M.M., Donato,C., Chaguza,C. and Jere,K.C.;;CQA137S1;Malawi;;15-Jun-2023;stool;Homo sapiens;No;3.0;No;No;84-2886;1.0;3266-4373;1.0;4365-6729;1.0;Mammalia;
PX289198;PX289198.1;"Goose astrovirus strain GAstV-JS2403 hypothetical protein (ORF1a) gene, partial cds; and hypothetical protein (ORF1b) and hypothetical protein (ORF2) genes, complete cds";23-SEP-2025;Goose astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus";;Astroviridae;7117.0;Cai,J.;GAstV-JS2403;tissue;China;;2024;;goose;No;3.0;No;No;1-3273;1.0;3528-4814;1.0;4833-6947;1.0;Aves;
PX289197;PX289197.1;"Goose astrovirus strain GAstV-JS2402 hypothetical protein (ORF1a) gene, partial cds; and hypothetical protein (ORF1b) and hypothetical protein (ORF2) genes, complete cds";23-SEP-2025;Goose astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus";;Astroviridae;6873.0;Cai,J.;GAstV-JS2402;tissue;China;;2024;;goose;No;3.0;No;No;1-3029;1.0;3284-4570;1.0;4589-6703;1.0;Aves;
PX289196;PX289196.1;"Goose astrovirus strain GAstV-JS2401 hypothetical protein (OPNGEG_01) gene, partial cds; and hypothetical protein (OPNGEG_02) and hypothetical protein (OPNGEG_03) genes, complete cds";23-SEP-2025;Goose astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus";;Astroviridae;6873.0;Cai,J.;GAstV-JS2401;tissue;China;;2024;;goose;No;3.0;No;No;1-3029;1.0;3284-4570;1.0;4589-6703;1.0;Aves;
OR951098;OR951098.1;MAG: Bat astrovirus isolate JX2021_368_226027 sequence;18-SEP-2025;Bat astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;3758.0;Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.;;JX2021_368_226027;China;;2021;swab;Rhinolophus sinicus;Yes;0.0;No;No;48-807;1.0;806-2387;1.0;2424-3177;1.0;Mammalia;
OR951097;OR951097.1;MAG: Bat astrovirus isolate JX2021_367_194485 sequence;18-SEP-2025;Bat astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;6021.0;Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.;;JX2021_367_194485;China;;2021;swab;Rhinolophus sinicus;Yes;0.0;No;No;305-2255;1.0;2254-3832;1.0;3812-6008;1.0;Mammalia;
OR951096;OR951096.1;MAG: Bat astrovirus isolate JX2021 polyprotein 1b-like gene, complete sequence;18-SEP-2025;Bat astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;1608.0;Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.;;JX2021;China;;2021;swab;Rhinolophus affinis;Yes;0.0;No;No;NA-NA;;241-1608;1.0;NA-NA;;Mammalia;
OR951095;OR951095.1;MAG: Bat astrovirus isolate JX2021 polyprotein 1b gene, partial cds;18-SEP-2025;Bat astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;1381.0;Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.;;JX2021;China;;2021;swab;Rhinolophus affinis;Yes;1.0;No;No;NA-NA;;0-1371;1.0;NA-NA;;Mammalia;
OR951094;OR951094.1;MAG: Bat astrovirus isolate FJ2021 polyprotein 1b-like gene, complete sequence;18-SEP-2025;Bat astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;1850.0;Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.;;FJ2021;China;;2021;swab;Rhinolophus affinis;Yes;0.0;No;No;NA-NA;;468-1701;1.0;NA-NA;;Mammalia;
OR951093;OR951093.1;MAG: Bat astrovirus isolate FJ2021 polyprotein 1b gene, partial cds;18-SEP-2025;Bat astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;960.0;Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.;;FJ2021;China;;2021;swab;Rhinolophus affinis;Yes;1.0;No;No;NA-NA;;0-960;1.0;NA-NA;;Mammalia;
OR951092;OR951092.1;MAG: Bat astrovirus isolate HN2021 polyprotein 1b-like gene, complete sequence;18-SEP-2025;Bat astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;901.0;Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.;;HN2021;China;;2021;swab;Rhinolophus affinis;Yes;0.0;No;No;NA-NA;;85-901;1.0;NA-NA;;Mammalia;
OR951091;OR951091.1;MAG: Bat astrovirus isolate LN2020_329_13161 polyprotein 1b-like gene, complete sequence;18-SEP-2025;Bat astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;1107.0;Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.;;LN2020_329_13161;China;;2020;swab;Rhinolophus ferrumequinum;Yes;0.0;No;No;NA-NA;;162-1107;1.0;NA-NA;;Mammalia;
OR951090;OR951090.1;MAG: Bat astrovirus isolate LN2020_331_77556 polyprotein 1b-like gene, complete sequence;18-SEP-2025;Bat astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;1919.0;Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.;;LN2020_331_77556;China;;2020;swab;Myotis sp.;Yes;0.0;No;No;NA-NA;;116-1718;1.0;NA-NA;;Mammalia;
OR951089;OR951089.1;MAG: Bat astrovirus isolate YN2020 polyprotein 1b-like gene, partial sequence;18-SEP-2025;Bat astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;1539.0;Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.;;YN2020;China;;2020;swab;Miniopterus schreibersii;Yes;0.0;No;No;NA-NA;;260-1539;1.0;NA-NA;;Mammalia;
OR951088;OR951088.1;MAG: Bat astrovirus isolate YN2020_321_30356 sequence;18-SEP-2025;Bat astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;3737.0;Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.;;YN2020_321_30356;China;;2020;swab;Miniopterus schreibersii;Yes;0.0;No;No;NA-NA;;185-1754;1.0;1772-3737;1.0;Mammalia;
OR951087;OR951087.1;MAG: Bat astrovirus isolate YN2020_321_29515 sequence;18-SEP-2025;Bat astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;6552.0;Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.;;YN2020_321_29515;China;;2020;swab;Miniopterus schreibersii;Yes;0.0;No;No;390-2625;1.0;2624-4205;1.0;4188-6510;1.0;Mammalia;
OR951086;OR951086.1;MAG: Bat astrovirus isolate YN2020_321_25819 sequence;18-SEP-2025;Bat astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;4824.0;Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.;;YN2020_321_25819;China;;2020;swab;Miniopterus schreibersii;Yes;0.0;No;No;0-1615;1.0;1614-3192;1.0;3133-4824;1.0;Mammalia;
OR951085;OR951085.1;MAG: Bat astrovirus isolate YN2020 polyprotein 1a gene, partial cds;18-SEP-2025;Bat astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;1265.0;Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.;;YN2020;China;;2020;swab;Miniopterus schreibersii;Yes;1.0;No;No;1-1090;1.0;NA-NA;;NA-NA;;Mammalia;
OR951084;OR951084.1;MAG: Bat astrovirus isolate YN2020 polyprotein 1b gene, complete cds;18-SEP-2025;Bat astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;1642.0;Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.;;YN2020;China;;2020;swab;Miniopterus schreibersii;Yes;1.0;No;No;NA-NA;;338-1589;1.0;NA-NA;;Mammalia;
OR951083;OR951083.1;MAG: Bat astrovirus isolate YN2020_321_4129 polyprotein 1b-like gene, complete sequence;18-SEP-2025;Bat astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;1056.0;Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.;;YN2020_321_4129;China;;2020;swab;Miniopterus schreibersii;Yes;0.0;No;No;NA-NA;;19-1056;1.0;NA-NA;;Mammalia;
OR951082;OR951082.1;MAG: Bat astrovirus isolate Pool-313 sequence;18-SEP-2025;Bat astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;6574.0;Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.;;Pool-313;China;;2020;swab;Chiroptera sp.;Yes;0.0;No;No;61-2527;1.0;2526-4095;1.0;4113-6324;1.0;Mammalia;
OR951081;OR951081.1;MAG: Bat astrovirus isolate Pool-312 polyprotein 1a and polyprotein 1b genes, complete cds;18-SEP-2025;Bat astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;3410.0;Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.;;Pool-312;China;;2020;swab;Hipposideros sp.;Yes;2.0;No;No;0-1842;1.0;1853-3380;1.0;NA-NA;;Mammalia;
OR951080;OR951080.1;MAG: Bat astrovirus isolate HB2020_306_19370 polyprotein 1a, polyprotein 1b, and capsid protein precursor, genes, complete cds;18-SEP-2025;Bat astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;6680.0;Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.;;HB2020_306_19370;China;;2020;swab;Rhinolophus sinicus;Yes;3.0;No;No;37-2707;1.0;2718-4293;1.0;4093-6523;1.0;Mammalia;
OR951079;OR951079.1;MAG: Bat astrovirus isolate HB2020_303_11589 polyprotein 1a, polyprotein 1b, and capsid protein precursor, genes, complete cds;18-SEP-2025;Bat astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;6677.0;Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.;;HB2020_303_11589;China;;2020;swab;Rhinolophus ferrumequinum;Yes;3.0;No;No;31-2635;1.0;2646-4218;1.0;4159-6535;1.0;Mammalia;
OR951078;OR951078.1;MAG: Bat astrovirus isolate ZJ2020 polyprotein 1b-like gene, complete sequence;18-SEP-2025;Bat astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;897.0;Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.;;ZJ2020;China;;2020;swab;Rhinolophus pusillus;Yes;0.0;No;No;NA-NA;;37-877;1.0;NA-NA;;Mammalia;
OR951077;OR951077.1;MAG: Bat astrovirus isolate GX2016 polyprotein 1b-like gene, complete sequence;18-SEP-2025;Bat astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;1256.0;Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.;;GX2016;China;;2016;swab;Taphozous sp.;Yes;0.0;No;No;NA-NA;;85-1256;1.0;NA-NA;;Mammalia;
OR951076;OR951076.1;MAG: Mamastrovirus 12 isolate GX2016 sequence;18-SEP-2025;Mamastrovirus 12;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus vespertilionis";Mamastrovirus vespertilionis;Astroviridae;2246.0;Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.;;GX2016;China;;2016;swab;Taphozous sp.;Yes;0.0;No;No;NA-NA;;19-1300;1.0;1316-2049;1.0;Mammalia;
OR951075;OR951075.1;MAG: Mamastrovirus 15 isolate GX2016 sequence;18-SEP-2025;Mamastrovirus 15;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus taphozoi";Mamastrovirus taphozoi;Astroviridae;3793.0;Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.;;GX2016;China;;2016;swab;Taphozous sp.;Yes;0.0;No;No;NA-NA;;89-1646;1.0;1648-3781;1.0;Mammalia;M.taphozoi
OR951074;OR951074.1;MAG: Bat astrovirus isolate GD2016_278_174689 sequence;18-SEP-2025;Bat astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;6612.0;Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.;;GD2016_278_174689;China;;2016;swab;Myotis chinensis;Yes;0.0;No;No;161-2774;1.0;2773-4375;1.0;4319-6512;1.0;Mammalia;
OR951073;OR951073.1;MAG: Bat astrovirus isolate GD2016_278_122035 polyprotein 1b-like gene, complete sequence;18-SEP-2025;Bat astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;1940.0;Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.;;GD2016_278_122035;China;;2016;swab;Myotis chinensis;Yes;0.0;No;No;NA-NA;;361-1940;1.0;NA-NA;;Mammalia;
OR951072;OR951072.1;MAG: Bat astrovirus isolate GD2016_278_110098 sequence;18-SEP-2025;Bat astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;3658.0;Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.;;GD2016_278_110098;China;;2016;swab;Myotis chinensis;Yes;0.0;No;No;278-2219;1.0;2197-3658;1.0;NA-NA;;Mammalia;
OR951071;OR951071.1;MAG: Bat astrovirus isolate GD2017_276_23535 polyprotein 1b gene, partial cds;18-SEP-2025;Bat astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;1568.0;Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.;;GD2017_276_23535;China;;2017;swab;Myotis laniger;Yes;1.0;No;No;NA-NA;;2-1484;1.0;NA-NA;;Mammalia;
OR951070;OR951070.1;MAG: Bat astrovirus isolate HI2019 polyprotein 1b-like gene, complete sequence;18-SEP-2025;Bat astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;918.0;Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.;;HI2019;China;;2019;swab;Miniopterus schreibersii;Yes;0.0;No;No;NA-NA;;31-918;1.0;NA-NA;;Mammalia;
OR951069;OR951069.1;MAG: Bat astrovirus isolate YN2017 polyprotein 1b-like gene, complete sequence;18-SEP-2025;Bat astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;1905.0;Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.;;YN2017;China;;2017;swab;Rousettus leschenaultii;Yes;0.0;No;No;NA-NA;;216-1650;1.0;NA-NA;;Mammalia;
OR951068;OR951068.1;MAG: Bat astrovirus isolate YN2016_267_21909 sequence;18-SEP-2025;Bat astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;5701.0;Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.;;YN2016_267_21909;China;;2016;swab;Rousettus leschenaultii;Yes;0.0;No;No;22-1853;1.0;1855-3355;1.0;3358-5687;1.0;Mammalia;
OR951067;OR951067.1;MAG: Bat astrovirus isolate JX2020_265_22422 polyprotein 1b-like gene, complete sequence;18-SEP-2025;Bat astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;1330.0;Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.;;JX2020_265_22422;China;;2020;swab;Myotis adversus;Yes;0.0;No;No;NA-NA;;97-1330;1.0;NA-NA;;Mammalia;
OR951066;OR951066.1;MAG: Bat astrovirus isolate GX2016_254_7024 polyprotein 1b gene, partial cds;18-SEP-2025;Bat astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;1238.0;Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.;;GX2016_254_7024;China;;2016;swab;Myotis siligorensis;Yes;1.0;No;No;NA-NA;;0-996;1.0;NA-NA;;Mammalia;
OR951065;OR951065.1;MAG: Bat astrovirus isolate GD2016_246_49388 sequence;18-SEP-2025;Bat astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;2279.0;Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.;;GD2016_246_49388;China;;2016;swab;Hipposideros pomona;Yes;0.0;No;No;NA-NA;;0-1282;1.0;1268-2001;1.0;Mammalia;
OR951064;OR951064.1;MAG: Bat astrovirus isolate GX2017_243_51168 polyprotein 1b-like gene, complete sequence;18-SEP-2025;Bat astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;1265.0;Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.;;GX2017_243_51168;China;;2017;swab;Taphozous melanopogon;Yes;0.0;No;No;NA-NA;;483-1265;1.0;NA-NA;;Mammalia;
OR951063;OR951063.1;MAG: Bat astrovirus isolate GX2017_243_49312 sequence;18-SEP-2025;Bat astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;1636.0;Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.;;GX2017_243_49312;China;;2017;swab;Taphozous melanopogon;Yes;0.0;No;No;NA-NA;;1-1480;1.0;1524-1540;1.0;Mammalia;
OR951062;OR951062.1;MAG: Mamastrovirus 15 isolate GX2017 polyprotein 1b gene, partial cds;18-SEP-2025;Mamastrovirus 15;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus taphozoi";Mamastrovirus taphozoi;Astroviridae;1194.0;Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.;;GX2017;China;;2017;swab;Taphozous melanopogon;Yes;1.0;No;No;NA-NA;;0-1080;1.0;NA-NA;;Mammalia;
OR951061;OR951061.1;MAG: Bat astrovirus isolate GX2016_241_123441 polyprotein 1b gene, partial cds;18-SEP-2025;Bat astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;1015.0;Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.;;GX2016_241_123441;China;;2016;swab;Taphozous melanopogon;Yes;1.0;No;No;NA-NA;;38-1015;1.0;NA-NA;;Mammalia;
OR951060;OR951060.1;MAG: Bat astrovirus isolate GX2016 sequence;18-SEP-2025;Bat astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;3485.0;Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.;;GX2016;China;;2016;swab;Taphozous melanopogon;Yes;0.0;No;No;180-1992;1.0;1991-3485;1.0;NA-NA;;Mammalia;
OR951059;OR951059.1;MAG: Bat astrovirus isolate GD2016_230_3862 sequence;18-SEP-2025;Bat astrovirus;"Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae";;Astroviridae;4283.0;Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.;;GD2016_230_3862;China;;2016;swab;Miniopterus pusillus;Yes;0.0;No;No;262-2473;1.0;2472-4050;1.0;NA-NA;;Mammalia;
