Accession	LOCUS	Version	GenBank title	Release date	Organism name	Virus Lineage	Species	Family	Length	Reference_title	Submitters	PUBMED_ID	Strain	Isolate	Geo location	Country	Collection date	Tissue/Specimen/Source	Host	Environmental	CDS count	Artificial	UNVERIFIED	1A	1A-strand	1B	1B-strand	2	2-strand	host_clean	Host_species	Host_genus	Host_family	Host_order	Host_class	Host_phylum	Host_kingdom	Species_ICTV	virus_name
PY601565	PY601565	PY601565.1	Sequence 44 from patent US 12539327 B2	06-APR-2026	Avastrovirus 2	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Avastrovirus galli	Avastrovirus galli	Astroviridae	624	Norovirus S particle based vaccines and methods of making and using same	Tan,M. and Jiang,X.									No	0	Yes	No															NA	NA
PX767488	PX767488	PX767488.1	Goose astrovirus isolate HR2025 non-structrual protein gene, partial cds	06-APR-2026	Goose astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus		Astroviridae	1976	Direct Submission	Chen,M.			HR2025	China		Mar-2025		goose	No	1	No	No	NA-NA		NA-NA		0-1976	1.0	Anser anser	Anser anser	Anser	Anatidae	Anseriformes	Aves	Chordata	Metazoa	NA	NA
PX276334	PX276334	PX276334.1	Mamastrovirus 1 isolate G-03/2022 putative serine protease (ORF1a) gene, partial cds	31-MAR-2026	Mamastrovirus 1	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus hominis	Mamastrovirus hominis	Astroviridae	285	Direct Submission	Rajbongshi,G. and Sharma,A.			G-03/2022	India:Assam		2022	stool	Homo sapiens	No	1	No	No	2-285	1.0	NA-NA		NA-NA		Homo sapiens	Homo sapiens	Homo	Hominidae	Primates	Mammalia	Chordata	Metazoa	NA	NA
PX276333	PX276333	PX276333.1	Human astrovirus isolate G-03/2022 capsid protein (ORF2) gene, partial cds	31-MAR-2026	Human astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	449	Direct Submission	Rajbongshi,G. and Sharma,A.			G-03/2022	India		2022	stool	Homo sapiens	No	1	No	No	NA-NA		NA-NA		0-449	1.0	Homo sapiens	Homo sapiens	Homo	Hominidae	Primates	Mammalia	Chordata	Metazoa	NA	NA
OZ453984	OZ453984	OZ453984.1	Canine astrovirus strain 20240/UK/2022, complete genome	26-MAR-2026	Canine astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus		Astroviridae	6554	Direct Submission	Pilgrim D,J.				United Kingdom		2022			No	3	No	No	24-2727	1.0	2684-4214	1.0	4026-6477	1.0									NA	NA
OZ453978	OZ453978	OZ453978.1	Canine astrovirus strain 4019/UK/2022, partial genome	26-MAR-2026	Canine astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus		Astroviridae	6345	Direct Submission	Pilgrim D,J.				United Kingdom		2022			No	3	No	No	29-2585	1.0	2548-4117	1.0	3965-6344	1.0									NA	NA
PX703601	PX703601	PX703601.1	Goose astrovirus isolate AAstV/Goose/Shandong/D513/2024, complete genome	10-MAR-2026	Goose astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus		Astroviridae	7177	Direct Submission	Liu,L.L., Xu,H.H., Li,X.X. and Guo,J.J.			AAstV/Goose/Shandong/D513/2024	China: Shandong		23-Jun-2024		goose	No	3	No	No	13-3268	1.0	3258-4809	1.0	4827-6942	1.0	Anser anser	Anser anser	Anser	Anatidae	Anseriformes	Aves	Chordata	Metazoa	NA	NA
PX703600	PX703600	PX703600.1	Goose astrovirus isolate AAstV/Goose/Shandong/D204/2023, complete genome	10-MAR-2026	Goose astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus		Astroviridae	7177	Direct Submission	Liu,L.L., Xu,H.H., Li,X.X. and Guo,J.J.			AAstV/Goose/Shandong/D204/2023	China: Shandong		05-Jun-2022		goose	No	3	No	No	13-3268	1.0	3258-4809	1.0	4827-6942	1.0	Anser anser	Anser anser	Anser	Anatidae	Anseriformes	Aves	Chordata	Metazoa	NA	NA
PX703599	PX703599	PX703599.1	Goose astrovirus isolate AAstV/Goose/Shandong/D198/2024, complete genome	10-MAR-2026	Goose astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus		Astroviridae	7116	Direct Submission	Liu,L.L., Xu,H.H., Li,X.X. and Guo,J.J.			AAstV/Goose/Shandong/D198/2024	China: Shandong		24-Apr-2024		goose	No	3	No	No	56-3311	1.0	3301-4852	1.0	4870-6985	1.0	Anser anser	Anser anser	Anser	Anatidae	Anseriformes	Aves	Chordata	Metazoa	NA	NA
PX703598	PX703598	PX703598.1	Goose astrovirus isolate AAstV/Goose/Shandong/D06/2024, complete genome	10-MAR-2026	Goose astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus		Astroviridae	7177	Direct Submission	Liu,L.L., Xu,H.H., Li,X.X. and Guo,J.J.			AAstV/Goose/Shandong/D06/2024	China: Shandong		05-Mar-2024		goose	No	3	No	No	13-3268	1.0	3258-4809	1.0	4827-6942	1.0	Anser anser	Anser anser	Anser	Anatidae	Anseriformes	Aves	Chordata	Metazoa	NA	NA
PX703597	PX703597	PX703597.1	Goose astrovirus isolate AAstV/Goose/Shandong/D238/2023, complete genome	10-MAR-2026	Goose astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus		Astroviridae	7035	Direct Submission	Liu,L.L., Xu,H.H., Li,X.X. and Guo,J.J.			AAstV/Goose/Shandong/D238/2023	China: Shandong		01-Sep-2023		goose	No	3	No	No	9-3264	1.0	3254-4805	1.0	4823-6938	1.0	Anser anser	Anser anser	Anser	Anatidae	Anseriformes	Aves	Chordata	Metazoa	NA	NA
PX703596	PX703596	PX703596.1	Goose astrovirus isolate AAstV/Goose/Shandong/D202/2023, complete genome	10-MAR-2026	Goose astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus		Astroviridae	7183	Direct Submission	Liu,L.L., Xu,H.H., Li,X.X. and Guo,J.J.			AAstV/Goose/Shandong/D202/2023	China: Shandong		28-May-2023		goose	No	3	No	No	18-3273	1.0	3263-4814	1.0	4832-6947	1.0	Anser anser	Anser anser	Anser	Anatidae	Anseriformes	Aves	Chordata	Metazoa	NA	NA
PX703595	PX703595	PX703595.1	Goose astrovirus isolate AAstV/Goose/Shandong/D05/2023, complete genome	10-MAR-2026	Goose astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus		Astroviridae	7183	Direct Submission	Liu,L.L., Xu,H.H., Li,X.X. and Guo,J.J.			AAstV/Goose/Shandong/D05/2023	China: Shandong		10-Mar-2023		goose	No	3	No	No	18-3273	1.0	3263-4814	1.0	4832-6947	1.0	Anser anser	Anser anser	Anser	Anatidae	Anseriformes	Aves	Chordata	Metazoa	NA	NA
PX703594	PX703594	PX703594.1	Goose astrovirus isolate AAstV/Goose/Shandong/D496/2024, complete genome	10-MAR-2026	Goose astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus		Astroviridae	7116	Direct Submission	Liu,L.L., Xu,H.H., Li,X.X. and Guo,J.J.			AAstV/Goose/Shandong/D496/2024	China: Shandong		11-Jan-2024		goose	No	3	No	No	56-3311	1.0	3301-4852	1.0	4870-6985	1.0	Anser anser	Anser anser	Anser	Anatidae	Anseriformes	Aves	Chordata	Metazoa	NA	NA
PX703593	PX703593	PX703593.1	Goose astrovirus isolate AAstV/Goose/Shandong/D08/2022, complete genome	10-MAR-2026	Goose astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus		Astroviridae	7116	Direct Submission	Liu,L.L., Xu,H.H., Li,X.X. and Guo,J.J.			AAstV/Goose/Shandong/D08/2022	China: Shandong		20-Aug-2022		goose	No	3	No	No	56-3311	1.0	3301-4852	1.0	4870-6985	1.0	Anser anser	Anser anser	Anser	Anatidae	Anseriformes	Aves	Chordata	Metazoa	NA	NA
PX703592	PX703592	PX703592.1	Goose astrovirus isolate AAstV/Goose/Shandong/D12/2022, complete genome	10-MAR-2026	Goose astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus		Astroviridae	7183	Direct Submission	Liu,L.L., Xu,H.H., Li,X.X. and Guo,J.J.			AAstV/Goose/Shandong/D12/2022	China: Shandong		11-Dec-2022		goose	No	3	No	No	18-3273	1.0	3263-4814	1.0	4832-6947	1.0	Anser anser	Anser anser	Anser	Anatidae	Anseriformes	Aves	Chordata	Metazoa	NA	NA
PX703591	PX703591	PX703591.1	Goose astrovirus isolate AAstV/Goose/Shandong/D01/2021, complete genome	10-MAR-2026	Goose astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus		Astroviridae	7177	Direct Submission	Liu,L.L., Xu,H.H., Li,X.X. and Guo,J.J.			AAstV/Goose/Shandong/D01/2021	China: Shandong		22-Jun-2021		goose	No	3	No	No	13-3268	1.0	3258-4809	1.0	4827-6942	1.0	Anser anser	Anser anser	Anser	Anatidae	Anseriformes	Aves	Chordata	Metazoa	NA	NA
PX703590	PX703590	PX703590.1	Goose astrovirus isolate AAstV/Goose/Guangdong/D09/2022, complete genome	10-MAR-2026	Goose astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus		Astroviridae	7166	Direct Submission	Liu,L.L.			AAstV/Goose/Guangdong/D09/2022	China: Guangdong		09-Dec-2022		goose	No	3	No	No	18-3273	1.0	3263-4814	1.0	4832-6947	1.0	Anser anser	Anser anser	Anser	Anatidae	Anseriformes	Aves	Chordata	Metazoa	NA	NA
PZ000444	PZ000444	PZ000444.1	MAG: Solanum melongena bastro-like virus isolate SD-T-7_68871 genomic sequence	10-MAR-2026	Solanum melongena bastro-like virus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	1444	Direct Submission	Mu,H.-Z., Zhang,M.-Q., Zhang,X.-A. and Liu,W.			SD-T-7_68871	China		2023		Haemaphysalis longicornis	Yes	1	No	No	NA-NA		NA-NA		NA-NA		Haemaphysalis longicornis	Haemaphysalis longicornis	Haemaphysalis	Ixodidae	Ixodida	Arachnida	Arthropoda	Metazoa	NA	NA
PZ000443	PZ000443	PZ000443.1	MAG: Solanum melongena bastro-like virus isolate SD-T-5_27782 genomic sequence	10-MAR-2026	Solanum melongena bastro-like virus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	1009	Direct Submission	Mu,H.-Z., Zhang,M.-Q., Zhang,X.-A. and Liu,W.			SD-T-5_27782	China		2023		Haemaphysalis longicornis	Yes	1	No	No	NA-NA		NA-NA		NA-NA		Haemaphysalis longicornis	Haemaphysalis longicornis	Haemaphysalis	Ixodidae	Ixodida	Arachnida	Arthropoda	Metazoa	NA	NA
PZ000442	PZ000442	PZ000442.1	MAG: Solanum melongena bastro-like virus isolate SD-T-5_18133 genomic sequence	10-MAR-2026	Solanum melongena bastro-like virus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	1127	Direct Submission	Mu,H.-Z., Zhang,M.-Q., Zhang,X.-A. and Liu,W.			SD-T-5_18133	China		2023		Haemaphysalis longicornis	Yes	1	No	No	NA-NA		NA-NA		NA-NA		Haemaphysalis longicornis	Haemaphysalis longicornis	Haemaphysalis	Ixodidae	Ixodida	Arachnida	Arthropoda	Metazoa	NA	NA
PZ000441	PZ000441	PZ000441.1	MAG: Solanum melongena bastro-like virus isolate JZ-4_4590 genomic sequence	10-MAR-2026	Solanum melongena bastro-like virus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	1116	Direct Submission	Mu,H.-Z., Zhang,M.-Q., Zhang,X.-A. and Liu,W.			JZ-4_4590	China		2023		Haemaphysalis longicornis	Yes	1	No	No	NA-NA		NA-NA		NA-NA		Haemaphysalis longicornis	Haemaphysalis longicornis	Haemaphysalis	Ixodidae	Ixodida	Arachnida	Arthropoda	Metazoa	NA	NA
PZ000440	PZ000440	PZ000440.1	MAG: Solanum melongena bastro-like virus isolate 52_2619 genomic sequence	10-MAR-2026	Solanum melongena bastro-like virus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	2298	Direct Submission	Mu,H.-Z., Zhang,M.-Q., Zhang,X.-A. and Liu,W.			52_2619	China		2024		Haemaphysalis longicornis	Yes	1	No	No	NA-NA		NA-NA		NA-NA		Haemaphysalis longicornis	Haemaphysalis longicornis	Haemaphysalis	Ixodidae	Ixodida	Arachnida	Arthropoda	Metazoa	NA	NA
PZ000439	PZ000439	PZ000439.1	MAG: Solanum melongena bastro-like virus isolate 34_758 genomic sequence	10-MAR-2026	Solanum melongena bastro-like virus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	2656	Direct Submission	Mu,H.-Z., Zhang,M.-Q., Zhang,X.-A. and Liu,W.			34_758	China		2024		Haemaphysalis longicornis	Yes	1	No	No	NA-NA		NA-NA		NA-NA		Haemaphysalis longicornis	Haemaphysalis longicornis	Haemaphysalis	Ixodidae	Ixodida	Arachnida	Arthropoda	Metazoa	NA	NA
PZ000438	PZ000438	PZ000438.1	MAG: Solanum melongena bastro-like virus isolate 34_36643 genomic sequence	10-MAR-2026	Solanum melongena bastro-like virus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	7418	Direct Submission	Mu,H.-Z., Zhang,M.-Q., Zhang,X.-A. and Liu,W.			34_36643	China		2024		Haemaphysalis longicornis	Yes	2	No	No	NA-NA		433-6457	1.0	NA-NA		Haemaphysalis longicornis	Haemaphysalis longicornis	Haemaphysalis	Ixodidae	Ixodida	Arachnida	Arthropoda	Metazoa	NA	NA
PZ000437	PZ000437	PZ000437.1	MAG: Solanum melongena bastro-like virus isolate 20_25478 genomic sequence	10-MAR-2026	Solanum melongena bastro-like virus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	1834	Direct Submission	Mu,H.-Z., Zhang,M.-Q., Zhang,X.-A. and Liu,W.			20_25478	China		2024		Haemaphysalis longicornis	Yes	1	No	No	NA-NA		NA-NA		NA-NA		Haemaphysalis longicornis	Haemaphysalis longicornis	Haemaphysalis	Ixodidae	Ixodida	Arachnida	Arthropoda	Metazoa	NA	NA
PZ000436	PZ000436	PZ000436.1	MAG: Solanum melongena bastro-like virus isolate 20_12794 genomic sequence	10-MAR-2026	Solanum melongena bastro-like virus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	2322	Direct Submission	Mu,H.-Z., Zhang,M.-Q., Zhang,X.-A. and Liu,W.			20_12794	China		2024		Haemaphysalis longicornis	Yes	1	No	No	NA-NA		NA-NA		NA-NA		Haemaphysalis longicornis	Haemaphysalis longicornis	Haemaphysalis	Ixodidae	Ixodida	Arachnida	Arthropoda	Metazoa	NA	NA
PX692893	PX692893	PX692893.1	Bovine astrovirus isolate USL0038_MX ORF1ab (ORF1ab) and ORF1a (ORF1a) genes, partial cds; and ORF2 (ORF2) gene, complete cds	10-MAR-2026	Bovine astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus		Astroviridae	6057	Bovine Astrovirus from Nasal Swabs of Cattle in Mexico	Oguzie,J.U.			USL0038_MX	Mexico		15-Feb-2024	nasal swab	bovine	No	3	No	No	0-2319	1.0	2270-3791	1.0	3780-5991	1.0	Bos taurus	Bos taurus	Bos	Bovidae	Artiodactyla	Mammalia	Chordata	Metazoa	NA	NA
PX692892	PX692892	PX692892.1	Bovine astrovirus isolate USL0024_MX ORF1ab (nsp1ab) and nsp1a (nsp1ab) genes, complete cds; and capsid precursor, gene, partial cds	10-MAR-2026	Bovine astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus		Astroviridae	5989	Bovine Astrovirus from Nasal Swabs of Cattle in Mexico	Oguzie,J.U.			USL0024_MX	Mexico		15-Feb-2024	nasal swab	bovine	No	3	No	No	140-2260	1.0	2260-3766	1.0	3755-5989	1.0	Bos taurus	Bos taurus	Bos	Bovidae	Artiodactyla	Mammalia	Chordata	Metazoa	NA	NA
PX692891	PX692891	PX692891.1	Bovine astrovirus isolate USL0008_MX ORF1ab (ORF1ab), ORF1a (ORF1a), and ORF2 (ORF2) genes, complete cds	10-MAR-2026	Bovine astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus		Astroviridae	6105	Bovine Astrovirus from Nasal Swabs of Cattle in Mexico	Oguzie,J.U.			USL0008_MX	Mexico		14-Feb-2024	nasal swab	bovine	No	3	No	No	28-2362	1.0	2313-3834	1.0	3823-6034	1.0	Bos taurus	Bos taurus	Bos	Bovidae	Artiodactyla	Mammalia	Chordata	Metazoa	NA	NA
PX942159	PX942159	PX942159.1	MAG: Caprine astrovirus isolate YY/6249 nonstructural protein nsp1a gene, partial cds	01-MAR-2026	Caprine astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	6249	Direct Submission	Sun,Y., He,B. and Tu,C.			YY/6249	China: Inner_Mongolia		2022	nasopharyngeal,anal,serum	Ovis aries	Yes	1	No	No	0-2451	1.0	NA-NA		NA-NA		Ovis aries	Ovis aries	Ovis	Bovidae	Artiodactyla	Mammalia	Chordata	Metazoa	NA	NA
PX942072	PX942072	PX942072.1	MAG: Bovine astrovirus isolate XDN/6315 capsid polyprotein VP90, nonstructural polyprotein 1AB, and Nsp1a genes, complete cds	01-MAR-2026	Bovine astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus		Astroviridae	6315	Direct Submission	Sun,Y., He,B. and Tu,C.			XDN/6315	China: Ningxia		2022	nasopharyngeal,anal,serum	Bos taurus	Yes	3	No	No	3825-6279	-1.0	2362-3811	-1.0	75-2214	-1.0	Bos taurus	Bos taurus	Bos	Bovidae	Artiodactyla	Mammalia	Chordata	Metazoa	NA	NA
PX942056	PX942056	PX942056.1	MAG: Mamastrovirus 13 isolate WY/6260 nonstructural protein nsp1a gene, partial cds; and capsid polyprotein VP90 gene, complete cds	01-MAR-2026	Mamastrovirus 13	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus ovis	Mamastrovirus ovis	Astroviridae	6260	Direct Submission	Sun,Y., He,B. and Tu,C.			WY/6260	China: Inner_Mongolia		2023	nasopharyngeal,anal,serum	Ovis aries	Yes	2	No	No	1-2455	1.0	NA-NA		3862-6181	1.0	Ovis aries	Ovis aries	Ovis	Bovidae	Artiodactyla	Mammalia	Chordata	Metazoa	NA	NA
PX942048	PX942048	PX942048.1	MAG: Caprine astrovirus isolate WSY/6195 nonstructural protein nsp1a gene, partial cds; and capsid polyprotein VP90 gene, complete cds	01-MAR-2026	Caprine astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	6195	Direct Submission	Sun,Y., He,B. and Tu,C.			WSY/6195	China: Inner_Mongolia		2023	nasopharyngeal,anal,serum	Ovis aries	Yes	2	No	No	2-2390	1.0	NA-NA		3797-6119	1.0	Ovis aries	Ovis aries	Ovis	Bovidae	Artiodactyla	Mammalia	Chordata	Metazoa	NA	NA
PX942040	PX942040	PX942040.1	MAG: Caprine astrovirus isolate WSY/315 capsid polyprotein VP90 gene, complete cds; and nonstructural protein nsp1a gene, partial cds	01-MAR-2026	Caprine astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	6279	Direct Submission	Sun,Y., He,B. and Tu,C.			WSY/315	China: Inner_Mongolia		2023	nasopharyngeal,anal,serum	Ovis aries	Yes	2	No	No	3819-6279	-1.0	NA-NA		78-2412	-1.0	Ovis aries	Ovis aries	Ovis	Bovidae	Artiodactyla	Mammalia	Chordata	Metazoa	NA	NA
PX942036	PX942036	PX942036.1	MAG: Caprine astrovirus isolate WS/6228 nonstructural protein nsp1a gene, partial cds; and capsid polyprotein VP90 gene, complete cds	01-MAR-2026	Caprine astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	6228	Direct Submission	Sun,Y., He,B. and Tu,C.			WS/6228	China: Inner_Mongolia		2022	nasopharyngeal,anal,serum	Capra hircus	Yes	2	No	No	2-2462	1.0	NA-NA		3917-6164	1.0	Capra hircus	Capra hircus	Capra	Bovidae	Artiodactyla	Mammalia	Chordata	Metazoa	NA	NA
PX941975	PX941975	PX941975.1	MAG: Bovine astrovirus isolate WBYDN/6327 nonstructural polyprotein 1AB gene, complete cds; and nonstructrial protein 1a gene, partial cds	01-MAR-2026	Bovine astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus		Astroviridae	6327	Direct Submission	Sun,Y., He,B. and Tu,C.			WBYDN/6327	China: Ningxia		2022	nasopharyngeal,anal,serum	Bos taurus	Yes	2	No	No	3822-6326	-1.0	2358-3807	-1.0	NA-NA		Bos taurus	Bos taurus	Bos	Bovidae	Artiodactyla	Mammalia	Chordata	Metazoa	NA	NA
PX941974	PX941974	PX941974.1	MAG: Bovine astrovirus isolate WBYDN/6103 nonstructrial protein 1a gene, partial cds	01-MAR-2026	Bovine astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus		Astroviridae	6103	Direct Submission	Sun,Y., He,B. and Tu,C.			WBYDN/6103	China: Ningxia		2022	nasopharyngeal,anal,serum	Bos taurus	Yes	1	No	No	3772-6101	-1.0	NA-NA		NA-NA		Bos taurus	Bos taurus	Bos	Bovidae	Artiodactyla	Mammalia	Chordata	Metazoa	NA	NA
PX941967	PX941967	PX941967.1	MAG: Bovine astrovirus isolate WBYDN/2416 capsid polyprotein VP90 and ORF1a genes, complete cds	01-MAR-2026	Bovine astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus		Astroviridae	6188	Direct Submission	Sun,Y., He,B. and Tu,C.			WBYDN/2416	China: Ningxia		2022	nasopharyngeal,anal,serum	Bos taurus	Yes	2	No	No	3700-6151	-1.0	NA-NA		70-2089	-1.0	Bos taurus	Bos taurus	Bos	Bovidae	Artiodactyla	Mammalia	Chordata	Metazoa	NA	NA
PX941959	PX941959	PX941959.1	MAG: Bovine astrovirus isolate WBYBN/6289 ORF1a and capsid polyprotein VP90 genes, complete cds	01-MAR-2026	Bovine astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus		Astroviridae	6289	Direct Submission	Sun,Y., He,B. and Tu,C.			WBYBN/6289	China: Ningxia		2022	nasopharyngeal,anal,serum	Bos taurus	Yes	2	No	No	36-2490	1.0	NA-NA		3897-6213	1.0	Bos taurus	Bos taurus	Bos	Bovidae	Artiodactyla	Mammalia	Chordata	Metazoa	NA	NA
PX941894	PX941894	PX941894.1	MAG: Bovine astrovirus isolate THN/6196 ORF1a and capsid polyprotein VP90 genes, complete cds	01-MAR-2026	Bovine astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus		Astroviridae	6196	Direct Submission	Sun,Y., He,B. and Tu,C.			THN/6196	China: Qinghai		2023	nasopharyngeal,anal,serum	Bos taurus	Yes	2	No	No	27-2478	1.0	NA-NA		3933-6126	1.0	Bos taurus	Bos taurus	Bos	Bovidae	Artiodactyla	Mammalia	Chordata	Metazoa	NA	NA
PX941885	PX941885	PX941885.1	MAG: Caprine astrovirus isolate SY/6258 nonstructural protein nsp1a gene, partial cds; and capsid polyprotein VP90 gene, complete cds	01-MAR-2026	Caprine astrovirus	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae		Astroviridae	6258	Direct Submission	Sun,Y., He,B. and Tu,C.			SY/6258	China: Inner_Mongolia		2022	nasopharyngeal,anal,serum	Ovis aries	Yes	2	No	No	2-2453	1.0	NA-NA		4028-6173	1.0	Ovis aries	Ovis aries	Ovis	Bovidae	Artiodactyla	Mammalia	Chordata	Metazoa	NA	NA
