,Version,GenBank title,Release date,Organism name,Virus Lineage,Species,Family,Length,Submitters,Strain,Isolate,Geo location,Country,Collection date,Tissue/Specimen/Source,Host,Environmental,CDS count
PV793832,PV793832.1,"MAG: Astroviridae sp. isolate AstroviridaeGoosefe95V1 ORF1b gene, complete cds",16-JUL-2025,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,NA,Astroviridae,3432,"Gao,J. and Ni,B.",NA,AstroviridaeGoosefe95V1,China,NA,Jan-2024,wild geese feces,Anser sp.,Yes,1
PV793831,PV793831.1,"MAG: Astroviridae sp. isolate AstroviridaeGoosefe93 RNA-dependent RNA polymerase-like gene, complete sequence",16-JUL-2025,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,NA,Astroviridae,4135,"Gao,J. and Ni,B.",NA,AstroviridaeGoosefe93,China,NA,Jan-2024,wild geese feces,Anser sp.,Yes,0
PV793830,PV793830.1,"MAG: Astroviridae sp. isolate AstroviridaeGoosefe90 ORF1b gene, complete cds",16-JUL-2025,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,NA,Astroviridae,3262,"Gao,J. and Ni,B.",NA,AstroviridaeGoosefe90,China,NA,Jan-2024,wild geese feces,Anser sp.,Yes,1
PV880246,PV880246.1,"Caprine astrovirus isolate G8.5 capsid protein precursor (ORF2) gene, partial cds",13-JUL-2025,Caprine astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,NA,Astroviridae,521,"Kauer,R.V., Koch,M.C., Hierweger,M.M., Werder,S., Boujon,C.L. and Seuberlich,T.",NA,G8.5,Switzerland,NA,2017,feces,Capra hircus,No,1
PV880245,PV880245.1,"Caprine astrovirus isolate G8.4 capsid protein (ORF2) gene, partial cds",13-JUL-2025,Caprine astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,NA,Astroviridae,520,"Kauer,R.V., Koch,M.C., Hierweger,M.M., Werder,S., Boujon,C.L. and Seuberlich,T.",NA,G8.4,Switzerland,NA,2017,feces,Capra hircus,No,1
PV880244,PV880244.1,"Caprine astrovirus isolate G8.2 nonstructural protein 1ab (ORF1ab) gene, partial cds; and nonstructural protein 1a (ORF1a) gene, complete cds",13-JUL-2025,Caprine astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,NA,Astroviridae,3790,"Kauer,R.V., Koch,M.C., Hierweger,M.M., Werder,S., Boujon,C.L. and Seuberlich,T.",NA,G8.2,Switzerland,NA,2017,feces,Capra hircus,No,2
PV880243,PV880243.1,"Caprine astrovirus isolate G8.1 nonstructural protein 1ab (ORF1ab) and nonstructural protein 1a (ORF1a) genes, partial cds; and capsid protein (ORF2) gene, complete cds",13-JUL-2025,Caprine astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,NA,Astroviridae,4187,"Kauer,R.V., Koch,M.C., Hierweger,M.M., Werder,S., Boujon,C.L. and Seuberlich,T.",NA,G8.1,Switzerland,NA,2017,feces,Capra hircus,No,3
PV880242,PV880242.1,"Caprine astrovirus isolate G3.2 capsid protein precursor (ORF2) gene, partial cds",13-JUL-2025,Caprine astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,NA,Astroviridae,1167,"Kauer,R.V., Koch,M.C., Hierweger,M.M., Werder,S., Boujon,C.L. and Seuberlich,T.",NA,G3.2,Switzerland,NA,2017,feces,Capra hircus,No,1
PV880241,PV880241.1,"Caprine astrovirus isolate G1.6 capsid protein precursor (ORF2) gene, partial cds",13-JUL-2025,Caprine astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,NA,Astroviridae,592,"Kauer,R.V., Koch,M.C., Hierweger,M.M., Werder,S., Boujon,C.L. and Seuberlich,T.",NA,G1.6,Switzerland,NA,2017,feces,Capra hircus,No,1
PV880240,PV880240.1,"Caprine astrovirus isolate G1.3 capsid protein (ORF2) gene, partial cds",13-JUL-2025,Caprine astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,NA,Astroviridae,2099,"Kauer,R.V., Koch,M.C., Hierweger,M.M., Werder,S., Boujon,C.L. and Seuberlich,T.",NA,G1.3,Switzerland,NA,2017,feces,Capra hircus,No,1
PV880239,PV880239.1,"Caprine astrovirus isolate G1.2 nonstructural protein 1ab (ORF1ab) and nonstructural protein 1a (ORF1a) genes, partial cds",13-JUL-2025,Caprine astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,NA,Astroviridae,2403,"Kauer,R.V., Koch,M.C., Hierweger,M.M., Werder,S., Boujon,C.L. and Seuberlich,T.",NA,G1.2,Switzerland,NA,2017,feces,Capra hircus,No,2
PV880238,PV880238.1,"Caprine astrovirus isolate G1.1 nonstructural protein 1ab (ORF1ab) and nonstructural protein 1a (ORF1a) genes, partial cds; and capsid protein (ORF2) gene, complete cds",13-JUL-2025,Caprine astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,NA,Astroviridae,3835,"Kauer,R.V., Koch,M.C., Hierweger,M.M., Werder,S., Boujon,C.L. and Seuberlich,T.",NA,G1.1,Switzerland,NA,2017,feces,Capra hircus,No,3
PQ421854,PQ421854.1,MAG: Astrovirus sp. isolate ML2-CQJ-2 genomic sequence,12-JUL-2025,Astrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,NA,Astroviridae,6075,"Yang,J.-H., Luo,C.-F., Xiang,R., Min,J.-M., Shao,Z.-T., Chen,L., Chen,W.-J., Du,C.-H. and Jiang,J.-F.",NA,ML2-CQJ-2,China: Yunnan Province,NA,21-Nov-2020,NA,Suncus murinus,Yes,3
PQ421853,PQ421853.1,"MAG: Astrovirus sp. isolate ML2-CQJ-1 hypothetical protein genes, complete cds",12-JUL-2025,Astrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,NA,Astroviridae,6100,"Yang,J.-H., Luo,C.-F., Xiang,R., Min,J.-M., Shao,Z.-T., Chen,L., Chen,W.-J., Du,C.-H. and Jiang,J.-F.",NA,ML2-CQJ-1,China: Yunnan Province,NA,20-Nov-2020,NA,Suncus murinus,Yes,3
PQ421852,PQ421852.1,MAG: Astrovirus sp. isolate ML1-CQJ genomic sequence,12-JUL-2025,Astrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,NA,Astroviridae,5032,"Yang,J.-H., Luo,C.-F., Xiang,R., Min,J.-M., Shao,Z.-T., Chen,L., Chen,W.-J., Du,C.-H. and Jiang,J.-F.",NA,ML1-CQJ,China: Yunnan Province,NA,18-Nov-2020,NA,Suncus murinus,Yes,2
PQ421851,PQ421851.1,"MAG: Astrovirus sp. isolate ML2-CQJ-1 hypothetical protein gene, complete cds",12-JUL-2025,Astrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,NA,Astroviridae,1189,"Yang,J.-H., Luo,C.-F., Xiang,R., Min,J.-M., Shao,Z.-T., Chen,L., Chen,W.-J., Du,C.-H. and Jiang,J.-F.",NA,ML2-CQJ-1,China: Yunnan Province,NA,20-Nov-2020,NA,Suncus murinus,Yes,1
PQ421850,PQ421850.1,"MAG: Astrovirus sp. isolate QJ1-CWDS hypothetical protein, non-structural polyprotein 1AB, and hypothetical protein genes, complete cds",12-JUL-2025,Astrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,NA,Astroviridae,6768,"Yang,J.-H., Luo,C.-F., Xiang,R., Min,J.-M., Shao,Z.-T., Chen,L., Chen,W.-J., Du,C.-H. and Jiang,J.-F.",NA,QJ1-CWDS,China: Yunnan Province,NA,14-Oct-2017,NA,Crocidura dracula,Yes,3
PQ421849,PQ421849.1,MAG: Astrovirus sp. isolate YL-SCDW genomic sequence,12-JUL-2025,Astrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,NA,Astroviridae,6319,"Yang,J.-H., Luo,C.-F., Xiang,R., Min,J.-M., Shao,Z.-T., Chen,L., Chen,W.-J., Du,C.-H. and Jiang,J.-F.",NA,YL-SCDW,China: Yunnan Province,NA,17-Nov-2015,NA,Anourosorex squamipes,Yes,3
PQ421848,PQ421848.1,MAG: Astrovirus sp. isolate LS-CWQ genomic sequence,12-JUL-2025,Astrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,NA,Astroviridae,5941,"Yang,J.-H., Luo,C.-F., Xiang,R., Min,J.-M., Shao,Z.-T., Chen,L., Chen,W.-J., Du,C.-H. and Jiang,J.-F.",NA,LS-CWQ,China: Yunnan Province,NA,02-Nov-2015,NA,Episoriculus caudatus,Yes,3
PQ421847,PQ421847.1,MAG: Astrovirus sp. isolate LS-SCDW-2 genomic sequence,12-JUL-2025,Astrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,NA,Astroviridae,6093,"Yang,J.-H., Luo,C.-F., Xiang,R., Min,J.-M., Shao,Z.-T., Chen,L., Chen,W.-J., Du,C.-H. and Jiang,J.-F.",NA,LS-SCDW-2,China: Yunnan Province,NA,01-Nov-2015,NA,Anourosorex squamipes,Yes,4
PQ421846,PQ421846.1,MAG: Astrovirus sp. isolate LQ4-XSQ genomic sequence,12-JUL-2025,Astrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,NA,Astroviridae,6085,"Yang,J.-H., Luo,C.-F., Xiang,R., Min,J.-M., Shao,Z.-T., Chen,L., Chen,W.-J., Du,C.-H. and Jiang,J.-F.",NA,LQ4-XSQ,China: Yunnan Province,NA,20-Oct-2019,NA,Crocidura suaveolens,Yes,3
PQ421845,PQ421845.1,MAG: Astrovirus sp. isolate FG-DCQY genomic sequence,12-JUL-2025,Astrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,NA,Astroviridae,6085,"Yang,J.-H., Luo,C.-F., Xiang,R., Min,J.-M., Shao,Z.-T., Chen,L., Chen,W.-J., Du,C.-H. and Jiang,J.-F.",NA,FG-DCQY,China: Yunnan Province,NA,24-Oct-2015,NA,Uropsilus gracilis,Yes,3
PQ421844,PQ421844.1,MAG: Astrovirus sp. isolate FG-HSQ genomic sequence,12-JUL-2025,Astrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,NA,Astroviridae,6188,"Yang,J.-H., Luo,C.-F., Xiang,R., Min,J.-M., Shao,Z.-T., Chen,L., Chen,W.-J., Du,C.-H. and Jiang,J.-F.",NA,FG-HSQ,China: Yunnan Province,NA,22-Oct-2015,NA,Crocidura attenuata,Yes,3
PQ421843,PQ421843.1,MAG: Astrovirus sp. isolate SF-HSQ genomic sequence,12-JUL-2025,Astrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,NA,Astroviridae,6079,"Yang,J.-H., Luo,C.-F., Xiang,R., Min,J.-M., Shao,Z.-T., Chen,L., Chen,W.-J., Du,C.-H. and Jiang,J.-F.",NA,SF-HSQ,China: Yunnan Province,NA,23-May-2019,NA,Crocidura attenuata,Yes,3
PQ421842,PQ421842.1,MAG: Astrovirus sp. isolate SJ-HSQ genomic sequence,12-JUL-2025,Astrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,NA,Astroviridae,6065,"Yang,J.-H., Luo,C.-F., Xiang,R., Min,J.-M., Shao,Z.-T., Chen,L., Chen,W.-J., Du,C.-H. and Jiang,J.-F.",NA,SJ-HSQ,China: Yunnan Province,NA,11-May-2019,NA,Crocidura attenuata,Yes,3
PQ421841,PQ421841.1,"MAG: Astrovirus sp. isolate QJ1-CWDS hypothetical protein genes, complete cds",12-JUL-2025,Astrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,NA,Astroviridae,3641,"Yang,J.-H., Luo,C.-F., Xiang,R., Min,J.-M., Shao,Z.-T., Chen,L., Chen,W.-J., Du,C.-H. and Jiang,J.-F.",NA,QJ1-CWDS,China: Yunnan Province,NA,14-Oct-2017,NA,Crocidura dracula,Yes,2
PP942995,PP942995.1,"Avian nephritis virus strain ANV-ORF1a-CTU-TG2 ORF1a gene, partial cds",08-JUL-2025,Avian nephritis virus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,NA,Astroviridae,485,"Khanh,N.P., Hang,N.T.T., PhinL,L.V. and Thanh,P.Q.Y.",ANV-ORF1a-CTU-TG2,NA,Viet Nam,NA,2023,kidney,Gallus gallus,No,1
PP942994,PP942994.1,"Avian nephritis virus strain ANV-ORF1a-CTU-TG1 ORF1a gene, partial cds",08-JUL-2025,Avian nephritis virus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,NA,Astroviridae,485,"Khanh,N.P., Hang,N.T.T., PhinL,L.V. and Thanh,P.Q.Y.",ANV-ORF1a-CTU-TG1,NA,Viet Nam,NA,2023,kidney,Gallus gallus,No,1
PV853945,PV853945.1,"Caprine astrovirus isolate Indiana/2024, complete genome",06-JUL-2025,Caprine astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,NA,Astroviridae,6200,"Burcham,G.N., Seuberlich,T., Li,G. and Dawson,K.L.D.",NA,Indiana/2024,USA,NA,2024,intestine,Capra hircus,No,3
PV847578,PV847578.1,"Mamastrovirus 2 isolate 22SDWH1003-16 capsid protein gene, partial cds",05-JUL-2025,Mamastrovirus 2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus felis,Mamastrovirus felis,Astroviridae,2331,"Bi,Z. and Wang,W.",NA,22SDWH1003-16,China,NA,2022-10-03,diarrheic fecal specimens,cat,No,1
PV843273,PV843273.1,"Human astrovirus isolate S091-2023_1, partial genome",02-JUL-2025,Human astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,NA,Astroviridae,6436,"Chibesa,K., Simuyandi,M., Luchen,C., Silwamba,S., Mogotsi,M.T., Ogunbayo,A.E., Sondlane,H., Shange,N.D., Mwape,K., Mwape,I., Liswaniso,F., Chibuye,M., Sukwa,N., Bosomprah,S., Chisenga,C., Cason,E.D., Chilengi,R. and Nyaga,M.",NA,S091-2023_1,Zambia,NA,25-Oct-2019,NA,NA,No,3
PV838126,PV838126.1,"Astrovirus VA2 isolate CMH-SS011-23/THA RNA-dependent RNA polymerase (RdRp) gene, partial cds",02-JUL-2025,Astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;HMO Astrovirus A,HMO Astrovirus A,Astroviridae,326,"Kumthip,K., Khamrin,P. and Maneekarn,N.",NA,CMH-SS011-23/THA,Thailand,NA,15-Feb-2023,stool,Homo sapiens,No,1
PV838125,PV838125.1,"Astrovirus VA2 isolate CMH-S039-21/THA RNA-dependent RNA polymerase (RdRp) gene, partial cds",02-JUL-2025,Astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;HMO Astrovirus A,HMO Astrovirus A,Astroviridae,326,"Kumthip,K., Khamrin,P. and Maneekarn,N.",NA,CMH-S039-21/THA,Thailand,NA,19-Jan-2021,stool,Homo sapiens,No,1
PV838124,PV838124.1,"Astrovirus MLB2 isolate CMH-SS144-24/THA RNA-dependent RNA polymerase (RdRp) gene, partial cds",02-JUL-2025,Astrovirus MLB2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,NA,Astroviridae,308,"Kumthip,K., Khamrin,P. and Maneekarn,N.",NA,CMH-SS144-24/THA,Thailand,NA,25-Nov-2024,stool,Homo sapiens,No,1
PV838123,PV838123.1,"Astrovirus MLB2 isolate CMH-SS032-24/THA RNA-dependent RNA polymerase (RdRp) gene, partial cds",02-JUL-2025,Astrovirus MLB2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,NA,Astroviridae,308,"Kumthip,K., Khamrin,P. and Maneekarn,N.",NA,CMH-SS032-24/THA,Thailand,NA,13-Mar-2024,stool,Homo sapiens,No,1
PV838122,PV838122.1,"Astrovirus MLB2 isolate CMH-S036-24/THA RNA-dependent RNA polymerase (RdRp) gene, partial cds",02-JUL-2025,Astrovirus MLB2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,NA,Astroviridae,308,"Kumthip,K., Khamrin,P. and Maneekarn,N.",NA,CMH-S036-24/THA,Thailand,NA,14-Feb-2024,stool,Homo sapiens,No,1
PV838121,PV838121.1,"Astrovirus MLB2 isolate CMH-R032-24/THA RNA-dependent RNA polymerase (RdRp) gene, partial cds",02-JUL-2025,Astrovirus MLB2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,NA,Astroviridae,308,"Kumthip,K., Khamrin,P. and Maneekarn,N.",NA,CMH-R032-24/THA,Thailand,NA,09-Aug-2024,stool,Homo sapiens,No,1
PV838120,PV838120.1,"Astrovirus MLB2 isolate CMH-SS040-23/THA RNA-dependent RNA polymerase (RdRp) gene, partial cds",02-JUL-2025,Astrovirus MLB2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,NA,Astroviridae,308,"Kumthip,K., Khamrin,P. and Maneekarn,N.",NA,CMH-SS040-23/THA,Thailand,NA,27-May-2023,stool,Homo sapiens,No,1
PV838119,PV838119.1,"Astrovirus MLB2 isolate CMH-SS021-23/THA RNA-dependent RNA polymerase (RdRp) gene, partial cds",02-JUL-2025,Astrovirus MLB2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,NA,Astroviridae,308,"Kumthip,K., Khamrin,P. and Maneekarn,N.",NA,CMH-SS021-23/THA,Thailand,NA,15-Feb-2023,stool,Homo sapiens,No,1
PV838118,PV838118.1,"Astrovirus MLB2 isolate CMH-R012-23/THA RNA-dependent RNA polymerase (RdRp) gene, partial cds",02-JUL-2025,Astrovirus MLB2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,NA,Astroviridae,308,"Kumthip,K., Khamrin,P. and Maneekarn,N.",NA,CMH-R012-23/THA,Thailand,NA,28-Dec-2023,stool,Homo sapiens,No,1
PV838117,PV838117.1,"Astrovirus MLB2 isolate CMH-S108-22/THA RNA-dependent RNA polymerase (RdRp) gene, partial cds",02-JUL-2025,Astrovirus MLB2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,NA,Astroviridae,308,"Kumthip,K., Khamrin,P. and Maneekarn,N.",NA,CMH-S108-22/THA,Thailand,NA,17-Nov-2022,stool,Homo sapiens,No,1
PV838116,PV838116.1,"Astrovirus MLB1 isolate CMH-ST070-23/THA RNA-dependent RNA polymerase (RdRp) gene, partial cds",02-JUL-2025,Astrovirus MLB1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus melbournense,Mamastrovirus melbournense,Astroviridae,308,"Kumthip,K., Khamrin,P. and Maneekarn,N.",NA,CMH-ST070-23/THA,Thailand,NA,03-Aug-2023,stool,Homo sapiens,No,1
PV838115,PV838115.1,"Astrovirus MLB1 isolate CMH-ST056-23/THA RNA-dependent RNA polymerase (RdRp) gene, partial cds",02-JUL-2025,Astrovirus MLB1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus melbournense,Mamastrovirus melbournense,Astroviridae,308,"Kumthip,K., Khamrin,P. and Maneekarn,N.",NA,CMH-ST056-23/THA,Thailand,NA,29-Jun-2023,stool,Homo sapiens,No,1
PV838114,PV838114.1,"Astrovirus MLB1 isolate CMH-R007-23/THA RNA-dependent RNA polymerase (RdRp) gene, partial cds",02-JUL-2025,Astrovirus MLB1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus melbournense,Mamastrovirus melbournense,Astroviridae,308,"Kumthip,K., Khamrin,P. and Maneekarn,N.",NA,CMH-R007-23/THA,Thailand,NA,28-Dec-2023,stool,Homo sapiens,No,1
PV838113,PV838113.1,"Astrovirus MLB1 isolate CMH-S092-21/THA RNA-dependent RNA polymerase (RdRp) gene, partial cds",02-JUL-2025,Astrovirus MLB1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus melbournense,Mamastrovirus melbournense,Astroviridae,308,"Kumthip,K., Khamrin,P. and Maneekarn,N.",NA,CMH-S092-21/THA,Thailand,NA,24-Feb-2021,stool,Homo sapiens,No,1
PV838112,PV838112.1,"Astrovirus MLB1 isolate CMH-R028-21/THA RNA-dependent RNA polymerase (RdRp) gene, partial cds",02-JUL-2025,Astrovirus MLB1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus melbournense,Mamastrovirus melbournense,Astroviridae,308,"Kumthip,K., Khamrin,P. and Maneekarn,N.",NA,CMH-R028-21/THA,Thailand,NA,25-Nov-2021,stool,Homo sapiens,No,1
PV838111,PV838111.1,"Human astrovirus 5 isolate CMH-SS007-23/THA RNA-dependent RNA polymerase (RdRp) gene, partial cds",02-JUL-2025,Human astrovirus 5,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus hominis,Mamastrovirus hominis,Astroviridae,311,"Kumthip,K., Khamrin,P. and Maneekarn,N.",NA,CMH-SS007-23/THA,Thailand,NA,15-Feb-2023,stool,Homo sapiens,No,1
PV838110,PV838110.1,"Human astrovirus 5 isolate CMH-SS065-22/THA RNA-dependent RNA polymerase (RdRp) gene, partial cds",02-JUL-2025,Human astrovirus 5,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus hominis,Mamastrovirus hominis,Astroviridae,311,"Kumthip,K., Khamrin,P. and Maneekarn,N.",NA,CMH-SS065-22/THA,Thailand,NA,04-Nov-2022,stool,Homo sapiens,No,1
PV838109,PV838109.1,"Human astrovirus 5 isolate CMH-S066-22/THA RNA-dependent RNA polymerase (RdRp) gene, partial cds",02-JUL-2025,Human astrovirus 5,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus hominis,Mamastrovirus hominis,Astroviridae,311,"Kumthip,K., Khamrin,P. and Maneekarn,N.",NA,CMH-S066-22/THA,Thailand,NA,21-Jun-2022,stool,Homo sapiens,No,1
PV838108,PV838108.1,"Human astrovirus 4 isolate CMH-ST071-24/THA RNA-dependent RNA polymerase (RdRp) gene, partial cds",02-JUL-2025,Human astrovirus 4,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus hominis,Mamastrovirus hominis,Astroviridae,311,"Kumthip,K., Khamrin,P. and Maneekarn,N.",NA,CMH-ST071-24/THA,Thailand,NA,17-May-2024,stool,Homo sapiens,No,1
PV838107,PV838107.1,"Human astrovirus 4 isolate CMH-ST023-24/THA RNA-dependent RNA polymerase (RdRp) gene, partial cds",02-JUL-2025,Human astrovirus 4,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus hominis,Mamastrovirus hominis,Astroviridae,311,"Kumthip,K., Khamrin,P. and Maneekarn,N.",NA,CMH-ST023-24/THA,Thailand,NA,03-Mar-2024,stool,Homo sapiens,No,1
PV838106,PV838106.1,"Human astrovirus 4 isolate CMH-SS068-24/THA RNA-dependent RNA polymerase (RdRp) gene, partial cds",02-JUL-2025,Human astrovirus 4,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus hominis,Mamastrovirus hominis,Astroviridae,311,"Kumthip,K., Khamrin,P. and Maneekarn,N.",NA,CMH-SS068-24/THA,Thailand,NA,04-Jun-2024,stool,Homo sapiens,No,1
PV838105,PV838105.1,"Human astrovirus 4 isolate CMH-SS066-24/THA RNA-dependent RNA polymerase (RdRp) gene, partial cds",02-JUL-2025,Human astrovirus 4,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus hominis,Mamastrovirus hominis,Astroviridae,311,"Kumthip,K., Khamrin,P. and Maneekarn,N.",NA,CMH-SS066-24/THA,Thailand,NA,04-Jun-2024,stool,Homo sapiens,No,1
PV838104,PV838104.1,"Human astrovirus 4 isolate CMH-SS042-24/THA RNA-dependent RNA polymerase (RdRp) gene, partial cds",02-JUL-2025,Human astrovirus 4,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus hominis,Mamastrovirus hominis,Astroviridae,311,"Kumthip,K., Khamrin,P. and Maneekarn,N.",NA,CMH-SS042-24/THA,Thailand,NA,12-Apr-2024,stool,Homo sapiens,No,1
PV838103,PV838103.1,"Human astrovirus 4 isolate CMH-S156-24/THA RNA-dependent RNA polymerase (RdRp) gene, partial cds",02-JUL-2025,Human astrovirus 4,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus hominis,Mamastrovirus hominis,Astroviridae,311,"Kumthip,K., Khamrin,P. and Maneekarn,N.",NA,CMH-S156-24/THA,Thailand,NA,21-Aug-2024,stool,Homo sapiens,No,1
PV838102,PV838102.1,"Human astrovirus 4 isolate CMH-S117-24/THA RNA-dependent RNA polymerase (RdRp) gene, partial cds",02-JUL-2025,Human astrovirus 4,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus hominis,Mamastrovirus hominis,Astroviridae,311,"Kumthip,K., Khamrin,P. and Maneekarn,N.",NA,CMH-S117-24/THA,Thailand,NA,19-Jun-2024,stool,Homo sapiens,No,1
